#name	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"	"V101"	"V102"	"V103"	"V104"	"V105"	"V106"	"V107"	"V108"	"V109"	"V110"	"V111"	"V112"	"V113"	"V114"	"V115"	"V116"
"108"	0.2663	-0.623622	0.2651	-0.7116	-0.68429	0.4208	0.2866	-0.3054	-0.184756	-0.3702	-0.79019	0.06931	0.1473675	0.1449	-1.03	-0.7487	-0.03224	1.804	0.7003	-0.41505	0.07514	0.135904	0.495745	0.1832	-0.43596	-0.72299	0.2351	-0.9884	-0.30363	-0.064091	-0.595145	0.1686	1.777	0.05931	0.080448	1.208	-0.144786	1.891	0.2537	-1.289	0.05808469	0.7382	0.04952	1.59	-0.5236	0.7467	-0.3573	-0.1113	0.9887	-0.5447	-0.2888	-0.2284	0.01453	0.235016	0.631275	0.19753	0.555562	0.56753	-1.351	0.5048	-1.232	0.1007	-1.053	-0.1026	-1.292	0.0935	-1.181	-0.08379	-0.504	0.2501	1.076	-2.049	-0.73	0.9129	0.8047	-0.3587	-0.6726	0.01292	-0.329	1.004	-0.1209	-1.719	-1.531	-0.1992	-0.053221	1.771	-1.279	-1.777	1.286	0.1353	-1.272	0.9446	2.254	0.5072	-0.5575	-0.1161	-0.8582	0.1573	0.3122	0.2125	-1.352	0.187	-0.9055	1.404	-0.5026	-0.4547	1.75	0.2026	0.7044	-0.8849	-0.6332	1.013	1.156	-0.9211	1.981	-0.229
"109"	0.08476	-1.45603	0.7095	0.008285	-0.37154	0.8492	-0.385	-1.607	-0.124695	-0.1468	-1.024	0.25873	0.218585	-0.07825	-1.266	-0.2853	-0.087465	1.035404	-0.1763	-0.178511	0.5825	0.26825	0.8536	-0.5114	0.754	2.6	-0.9095	1.003	-0.05917	0.2716	-0.654915	-0.5362	-1.179	-1.086	0.2144	0.6641	1.013	1.965	0.4971	-2.737	-2.157	0.6155	1.136	-0.111	-0.1433	0.354	-0.622	-1.355	0.8101	1.082	0.5296	0.325	-1.803	1.035	1.274	-0.3754	0.417549	1.616	-1.262	0.5372	-1.971	1.03	0.3344	0.07997	-3.097	-0.2811	-0.641161	1.399	1.132	0.7894	0.7579	-3.062	1.172	0.6292	0.125	-0.8844	-1.238	-3.834	0.1404	0.7119	-3.7	-3.547	-0.6997	0.2081	0.9698	1.118	-1.711	-4.033	1.148	0.1786	-0.3155	1.626	2.606	1.587	-0.1152	0.9892	-0.6509	0.2936	-0.7745	1.55	-3.131	0.6803	0.7148	2.461	-1.406	0.01063	2.648	0.4109	-0.7932	1.063	-0.2109	-0.07267	0.01428	0.2303	2.815	0.83637
"110"	0.1555	-1.208	-0.6467	-0.5694	0.9567	0.203	-0.3462	-1.457	-0.5783	-0.572	-0.7342	0.6577	1.449	0.2292	-0.7101	0.5554	0.551	0.7578	0.221205	-0.8334	0.9543	0.3294	0.3554	-1.186	0.6912	1.014	-0.779933	1.299	-0.05097	1.601	0.003975	-0.1139	-0.5712	0.01588	-2.055	0.005331	0.4558378	0.22478	0.9443	0.2023	-0.06364	0.1917	-1.262	-0.3538	0.02395	0.5862	-0.9488	1.035	1.487	1.367	0.8018	-0.2518	-0.5399	0.7031	0.435029	-2.753	0.13405	0.53878	1.921	0.2814	-0.9752	-0.3297	-1.517	-0.128	-0.4594	0.1501	-0.7613	-0.04875	-0.351	0.1801	0.0576	-1.516	0.6021	0.03591	-1.51	0.2673	-0.0276	-0.832	0.1281	0.1166	1.024	0.000235	-0.135	-0.2142	0.9035	0.0655	-1.475	-0.2103	0.4545	0.4883	-0.4246	0.03963	0.4241	-0.2888	-0.5205	0.1029	-0.9222	1.066	-0.01478	0.4625	-0.1526	1.025	0.4815	0.3254	-1.21	0.8333	0.9143	0.1036	-0.6085	-1.468	-0.3431	-1.196	1.065	1.125	0.7912	-0.04001
"111"	-1.417	0.7128	-2.021	0.06891	0.084	1.405	-0.4509	-0.01291	-0.456621	-0.11227	-1.561	-0.102463	-0.3091925	0.423	0.2862	1.949	-0.228262	0.92322	0.83266	-0.49632	-0.27967	0.29769	0.33781	1.392	-0.2525	-0.5173	0.5993	-0.7153	-0.2456	-0.19514	-0.832065	-1.024	1.043	-0.4885	0.4971	-0.2291	-0.135	-0.161342	1.18574	0.6568	-1.603	-0.1617	0.1617	-0.4513	0.1615	2.286	-1.786	1.797	0.6228	-0.3406	1.301	1.062	-0.4433	-0.005087	2.548	0.07651	0.371952	0.65831	-0.1793	-0.532	-1.465	-0.2501	-1.436	-1.376	-2.76	0.5026	0.7453	1.45	-0.2797	-0.1946	1.714	-1.936	0.0394	-1.394	0.3901	0.6216	-1.731	0.6713	0.7444	1.496	0.1725	-1.068	0.7303	0.7741	0.1878	0.2658	-2.06	-1.436	0.2648	-1.013	-1.062	-1.068	2.111	-0.2785	0.1718	-0.09675	-1.157	-1.131	-1.174	1.568	0.1018	-0.09467	0.3678	0.8867	-0.3582	-0.4283	-0.1504	0.4009	-3.359	0.2724	0.4272	1.153	1.891	-0.059036	0.83801	2.598
"112"	-0.11	0.8979	0.061769	-0.076174	0.3182	0.2295	0.5162	-0.3897	-0.06383	0.8464	-0.2458	-0.233638	-0.0071725	0.155253	0.2544	-0.8631	0.6585	0.668518	-2.251	-0.25208	-0.16412	-0.349991	-1.279	0.8455	0.2999	0.3327	-0.1346	1.116	0.1197	-0.1335	0.277	-0.5272	-0.0265	0.3036	-1.217	0.551	0.099184	-0.59636	0.07797	0.009964	0.337	-0.7346	-0.8472	-0.8001	0.1266	0.3229	-0.9421	0.9649	0.979	-1.263	-0.1855	0.5919	0.06478	0.136244	2.078	-0.9235	0.234072	0.41844	1.869	0.09407	-0.7725	-1.845	-0.6987	-0.9513	-0.3267	0.3078	0.6604	0.9022	-0.3031	0.502	0.3785	0.7881	-0.033	-0.2552	0.7457	0.6572	-0.2377	0.4609	0.188	0.6515	-0.5349	-0.6428	-0.1651	-0.7553	0.3754	-0.8746	0.4891	0.6026	-0.1266	-0.1118	0.06917	-0.06945	0.868	-0.7379	-0.259613	-0.7371	-1.212	-0.3738	-0.2169	0.5945	0.3154	0.4079	0.3704	0.01331	-0.8256	-0.7257	0.4072	-0.4515	-0.1286	-0.89	-1.063	-0.521	0.7709	-0.4641	1.417	0.4819
"113"	0.1751	0.01908	0.2459	-0.1708	-0.7367	-0.2504	0.3864	-0.4226	-0.7237	-0.16693	-0.7656	-0.015213	0.429854	-0.083884	-0.3035	-0.578	1.056	0.430725	0.083607	-0.4238	0.609428	1.31	-0.46483	0.167	0.7664	0.06724	-0.2471	1.778	0.09424	0.359	0.01646	-0.8557	-3.303	0.5381	-0.3142	0.7545	0.7656	-0.2529	0.2085	-0.08952	0.6606	-0.1031	-0.8547	-0.5486	0.3292	0.5944	-0.7736	1.645	1.376	-0.499	0.01697	-0.02959	0.06829	0.7913	0.339477	-0.409	-0.6397	0.13801	1.716	0.7636	-2.143	-0.7455	-0.7032	-0.5068	-1.376	0.5843	0.3319	0.57	-0.1052	0.6939	-0.1566	0.294	-0.01915	-0.05132	0.4725	-0.1779	-0.2018	0.1677	0.2648	0.7434	0.03691	0.39	-0.2543	-0.4104	-0.1277	-0.9417	0.06592	-0.1406	-0.2007	0.1131	0.677	-0.004599	-0.1722	-1.267	-0.5667	-0.2823	-0.8404	-0.1899	-0.01001	0.6993	-0.1128	0.4088	-0.1887	0.06116	-1.117	-0.3199	0.3241	0.0434	-0.4908	-0.2431	-0.3964	-0.2712	0.1438	0.6837	1.762	0.6448
"114"	0.06926	0.6002	-0.39	-0.2837	-0.43985	0.9447	-0.2605	-0.051014	0.7214	0.2107	-0.7845	-0.040454	0.4602375	0.20883	-0.8493	-0.1238	0.135117	0.741265	0.424696	-0.345762	0.53658	-0.154851	0.2721	0.2476	0.7211	-0.682721	0.5095	-0.303	-0.142411	-0.1944	-0.103525	-0.7551	-0.1294	1.057	0.8514	1.173	0.0701578	-0.2589	0.1241	-0.5609	-0.01583	-0.5405	-0.5981	-1.281	0.2738	0.583	-0.955	-0.01369	1.032	1.047	-0.9274	-0.09498	-1.258	1.416	1.107	1.394	1.371	0.29214	1.277	-0.5608	-1.022	-0.8699	-2.3	-0.5732	-0.5145	0.580899	-0.7295	0.231835	0.3153	0.2154	-0.4501	0.7875	1.602	-0.7758	0.4881	1.26	-0.8003	-1.076	0.7174	0.4259	0.1884	0.7335	1.019	-0.2309	0.5438	-1.091	-0.6005	1.067	1.021	0.001632	0.7656	0.1909	0.02174	-2.671	-4.282	0.07024	-0.438409	0.1116	-0.5735	0.3908	0.1147	-0.3537	0.4908	0.1307	-0.8722	-0.4233	-0.01741	0.3049	-0.4002	-0.3676	-1.42	-1.461	1.187	0.65356	2.289	1.434
"115"	0.09262	0.002206	1.307	0.143306	-0.7626	-0.3463	-0.0555	-0.8785	0.181195	-0.6663	-0.17172	0.04738	0.72968	-0.010997	-1.292	-1.496	0.5097	2.329	0.107721	-0.11358	0.75181	0.1381	-0.255835	-0.4621	0.5373	1.372	0.2277	0.8702	-0.0819	0.13353	-0.004525	-0.4688	-2.48197	-1.268	-0.008915	-0.1936	0.7145	-1.806	0.004351	-1.2	-0.5066	-0.0972	-0.884823	-0.02477	-0.606	0.8003	-0.9267	1.166	2.259	0.4119	-0.7442	-0.6957	0.2532	0.4112	0.4522	0.4268	0.6962	0.02894	-0.2208	0.3144	-0.6921	-0.3916	0.09371	0.3061	-0.29194	0.1421	-1.074	0.3924	0.1382	-0.4098	-1.306	-0.2787	1.028	-0.029329	-0.1961	-0.3296	-0.3845	-1.008	-0.8528	-0.3173	0.3683	0.4964	0.2241	-0.06904	0.6286	-0.09536	-0.6547	-0.02918	1.287	-0.1955	-0.1476	0.4268	-1.047	-0.9047	0.02665	0.4951	-0.782	-0.0005456	-0.1006	-0.1033	-0.5034	0.3952	-0.7944	0.4525	-0.5144	-0.1355	1.029	0.2778	-1.255	0.1752	0.16	0.2242	1.075	0.4671	2.056	0.5911
"116"	0.13312	-0.2483	1.406	0.14021	-0.40021	0.202308	0.336	-0.2598987	-1.124	-0.1038	-0.18392	0.07218	-1.328	0.027503	-0.6668	-0.3793	1.951	0.313769	-1.187	-0.27352	0.57231	-0.056861	-0.283235	-0.4008	0.9176	-0.396191	-0.5919	0.9806	-0.370771	0.9452	-0.130905	-0.5575	-2.535	-0.3327	-0.1821	-0.2873	0.6508	-0.15577	-0.7923	-1.232	0.05574	-0.3449	-1.794	0.1045	-1.006	0.6546	-0.9194	1.402	2.105	0.7392	-0.5959	-0.643122	0.3105	0.260966	1.287	0.6532	1.238	0.11732	0.5335	0.08475	-1.14	-0.4853	-0.304017	0.7714	-0.2454	0.6704	-0.9059	0.8011	0.6149	-0.214	-1.691	-0.4699	1.37	-0.6762	-0.2734	-0.0768	0.1923	-0.5662	-0.242	-0.2715	0.819	-0.07087	0.5169	-0.01429	0.6844	0.1414	-1.256	0.1606	1.323	-0.05078	-0.1059	0.5725	-1.465	-0.8409	0.1114	0.7088	-1.363	-0.03879	-0.2099	0.2384	-0.2817	0.2569	-1.184	0.7433	-0.4906	-0.2618	1.479	0.3515	-1.464	0.005989	-0.8162	-0.3661	0.3699	0.5359	2.277	0.4849
"117"	0.9954	1.195	0.3071	-0.3865	-0.682533	-0.3672	-0.8234	0.1196	0.005124	0.3028	-0.8404	-0.2335	0.4363875	0.053873	-1.334	-0.8407	0.4269	1.102	0.355165	-0.07964	-0.1079	-0.5748	-0.4558	-0.275	0.1675	0.2043	-0.8571	0.0104	-0.7337	-0.114	-0.3765	-1.233	-0.935	0.1681	-0.2952	0.7266	-0.1593	-0.0419	-0.3365	-0.8165	0.6306	0.373	-0.2327	0.026333	0.2982	0.3155	0.1614	0.7705	0.9855	0.8481	-0.05801	-0.2246	-0.3257	0.1254	0.09039	0.062	0.2264	0.37207	1.114	-0.0454	0.9651	0.8415	-1.193	0.07223	-0.6211	-0.3037	0.02095	0.7416	-0.8927	0.08142	-0.2401	0.1765	-0.3966	-0.1618	-0.05893	-0.2644	0.1177	0.6263	0.2844	0.3499	0.9575	-0.06145	-0.5617	0.1031	-0.0792	0.7438	-2.133	-0.136	0.002836	-0.8164	-0.2	-0.08505	0.9864	-0.9025	-0.03318	0.01925	-0.4869	-0.6834	-0.5525	0.6658	0.2798	0.2743	-0.5582	0.5937	0.5218	0.5257	0.3096	0.4419	-2.27	-1.034	-0.50859	0.1734	0.6053	0.3503	1.624	0.8513
"118"	-0.3194	0.4615	-0.6436	-0.5883	-1.535	0.5851	-0.08116	-0.1501	1.339	1.465	-0.7492	0.141461	0.61792	-1.114	0.266	0.7655	0.120818	0.99866	-0.05348	-0.4183	1.056	-0.6975	0.9764	0.7138	0.1523	0.4271	-2.438	1.234	-0.6949	-0.00219	-1.348	-0.2778	-0.5702	1.23	-0.1844	0.2574	1.067	-0.3031	0.6783	-1.271	0.6944	0.6248	-2.232	0.1252	-0.812	-0.4187	-1.546	1.092	1.277	1.066	1.067	0.2262	-0.6769	1.113	1.614	-0.8762	0.6752	0.38925	1.954	0.4304	-1.321	-0.8427	-1.081	-0.276	0.05967	-0.9899	0.3818	0.4627	0.6435	1.259	-0.4039	0.1586	0.7155	-0.9566	0.6412	-0.6592	-0.3081	-1.307	0.8215	1.06	-0.0944	-0.2843	-0.1326	-1.108	0.4089	-0.411	-1.924	-0.4449	-0.441	-0.07321	0.7427	0.5411	-0.7945	0.2737	-1.678	0.9064	0.2813	0.7668	0.3107	0.631	-0.7101	0.6635	0.31	-1.484	-0.6491	-0.3272	0.7967	-1.218	-0.3831	0.4796	-0.1647	0.5915	1.096	1.191	-0.3013	0.5045
"119"	-0.06793	0.282	-0.07316	1.094	-0.5069674	-0.44318	0.8563	0.1201	-0.2728	-0.09173	-1.09725	0.201727	0.158821	0.26646	-0.5605	-0.595	-0.034541	1.707963	0.68527	-1.614	-0.29588	0.51059	0.70754	0.4194	-0.03011	0.7787	-1.436	2.191	-0.4513	-1.191	-2.894	-2.108	1.768	-0.6125	-2.339	1.002	0.7221	0.066783	-0.4261	-0.03208	-0.442	-0.3476	-0.2943	-0.1132	0.1786	0.2449	-2.121	-0.6111	2.339	1.428	0.2614	2.026	-0.1643	-0.284778	2.916	-1.608	-0.09423	0.202245	2.201	0.328	0.4005	-0.9441	0.3823	-0.6094	-0.6317	-1.215	1.128	0.833	0.1737	-0.3282	-1.019	0.7259	1.968	-1.004	2.94	1.869	-0.16674	-1.159	-0.9652	-0.4897	-0.9851	-0.2261	-0.8303	-1.585	0.9572	-0.4498	-1.11	0.6264	-1.105	-0.888	1.166	1.517	0.2548	-0.1061	-0.6798	1.623	-2.124	0.205	-0.8651	-0.7558	-1.453	1.851	-0.9938	-0.6029	-1.387	-0.9819	1.112	-0.8647	-1.461	0.5118	-0.5534	2.404	3.338	0.7637	-1.014	1.149
"120"	2.177	0.5353	1.733	0.1264	0.9545	2.154	-0.5505	-0.6834	0.5615	-0.8882	-5.15	-2.805	-0.12775	-0.183	-0.2123	0.1202	-0.233596	0.72567	0.31637	0.270902	0.74197	0.423609	-0.310425	-0.9109	0.9025	-0.4477	-3.574	2.314	-0.3527	-1.025	0.04853	-0.02461	-3.104	0.1201	0.8578	-0.2294	1.308	0.3841	0.2065	0.4565	-0.6434	-0.658	0.5083	-0.5806	0.7732	-0.1445	-0.6405	1.123	0.07854	0.9951	0.00403	0.6805	0.6034	0.3674	1.883	1.449	0.6924	1.588	0.3264	-0.1764	-2.431	0.5136	0.1569	-1.606	-1.663	0.2013	-0.332	1.384	1.226	-1.386	0.5421	-0.9913	-1.621	-0.8086	-0.5618	-0.08571	-0.2291	-1.499	0.06656	-0.2289	1.691	-0.09327	-0.2305	0.1683	-0.16	0.758	-1.1	-0.2018	-1.03	-0.6242	1.02	-1.339	0.3096	-0.09932	-0.493	0.3034	0.1863	-0.3932	-0.3003	0.226	2.506	0.5405	-0.538	0.09188	0.1329	1.702	-0.3112	0.2331	0.29	0.6186	0.00935	0.4335	1.547	0.50879	-1.626	-0.1185
"121"	-0.4868	-0.0909	2.429	0.2372	-1.338	-0.5924	-0.2106	-0.01659	0.1663	0.02201	-0.41131	-0.225496	0.3490275	0.2664926	0.02357	0.5111	-0.06452	0.52849	-0.036755	0.12858	0.5129	-0.00547	-0.433	0.7305	0.4199	1.291	-0.7666	1.574	0.4457	0.2635	-0.638	-1.504	0.1865	-0.4174	0.4703	-0.509	0.1331	-0.31622	-0.312	-0.209	-0.1019	0.3964	0.5728	-0.4331	-0.08934	-0.1421	-0.6051	0.9399	0.68	0.5915	0.1975	0.6909	-0.8652	-0.321004	1.83	0.3355	1.055	0.13727	-0.3382	-0.5919	-0.06345	-0.583	-3.055	-0.09229	-0.56304	-0.4702	-1.017	-0.2861	-0.2224	0.9507	-1.268	-0.9812	0.3747	-1.011	-1.212	-0.03008	-0.645	1.511	1.521	1.067	-0.04325	-0.3412	-0.4254	-1.04	-0.5169	-0.9129	-0.8272	-0.5107	-0.9159	-0.5581	0.9109	-1.291	-0.5753	0.3078	0.8311	0.6305	0.1324	0.5889	-0.8892	-0.7339	-0.812	0.7976	-0.5179	0.006995	0.3051	0.241	1.523	0.1442	-1.12	1.076	1.077	0.8606	1.638	1.27	-0.07016	-0.008403
"122"	0.8454	0.7724	0.01818	-0.6145	-0.589139	0.04887	-1.181	0.19818	-0.785246	0.2249	-0.760108	0.4325	0.27356	0.5232	-1.5	-0.7267	0.071619	0.27176	0.2163	-0.245359	0.00874	1.246	-0.2287	-0.1928	0.5906	-1.26003	-0.249	1.359	-0.5996	0.6731	-0.3614	-1.507	-0.2918	-0.9788	-0.1651	0.5787	-0.4052	0.3742	1.15	-0.8774	0.1337	0.6941	0.9284	-1.393	-0.8377	0.7006	-0.7454	1.394	0.3256	0.4752	0.6841	-0.1874	-1.031	0.8955	1.758	0.7561	-0.5445	0.331911	-0.2855	0.3017	0.09321	-0.05535	-2.269	-0.5386	-1.563	1.266	-0.05291	0.3869	-0.4544	0.08971	0.2102	0.01779	0.2687	-0.2035	0.05736	-0.9171	0.152	0.1216	-0.6383	0.6772	-1.296	-0.5062	1.377	0.7114	1.327	-0.1649	-0.8942	-0.6237	1.013	-0.7961	-0.3091	0.1162	0.8427	-0.2162	0.4911	0.7335	-0.3146	0.4519	-0.05117	-4.373	-0.775	-0.08538	-0.2929	0.494	0.6351	0.101	0.4899	-0.07177	-0.5099	1.158	-0.8835	0.1386	0.2196	1.05	0.7358	0.3106
"123"	-1.841	1.48	1.928	0.0596	-0.8133	1.031	-0.9872	0.0428483	0.3097	-0.464	-1.593	-1.506	0.2156975	0.09322	0.6529	-1.7	-1.601	0.7958	0.314866	1.273	2.321	0.359069	0.9154	0.3403	0.9208	1.033	0.7672	-0.01132	-0.7305	-1.809	-2.491	-0.3484	-1.828	0.04839	0.9821	0.8288	0.1779	1.199	1.528	0.6168	0.09587	-0.7538	0.5766	0.164201	-0.2005	1.426	-0.5413	-1.068	0.3848	0.8923	0.8743	0.6107	-0.0534	-1.026	-0.5183	1.285	0.1646	-0.5068	-0.1374	0.05189	-0.3336	-0.1452	-1.36	0.3825	-0.6049	0.07857	-0.7978	1.584	-0.006901	-0.6958	1.417	0.3453	-0.01285	0.605	0.6518	-0.7836	-0.8175	-1.516	1.003	0.1217	0.8382	-0.7457	1.193	1.451	0.8256	-0.7114	-0.8118	-0.3252	0.2176	-1.701	0.6303	-0.8583	0.6191	-0.7317	0.8256	0.271	-1.011	0.035995	-0.5047	-0.5044	-0.8525	-0.2949	-0.4374	-0.3805	-0.189964	0.1844	0.4184	-0.3923	1.316	1.16	-0.3511	-0.02388	0.3011	-1.395	-0.1137	0.485089
"124"	0.5613	-0.5147	1.333	0.01331	0.183888	1.603	0.4816	0.8566	-3.685	0.3468	0.5496	-0.32556	0.04569	0.238246	0.5707	0.01223	0.188029	0.98992	0.355036	0.014548	0.24805	0.169863	-0.032569	0.001141	0.7016	-0.4816	0.114	0.2675	-0.8886	-0.1749	0.1516	-0.4485	0.1681	-0.6478	0.4539	1.099	-0.6362	0.7312	0.1166	1.44	0.1607	-0.05693	0.2134	0.2015	0.5203	0.1916	-0.2365	0.08756	-0.1764	0.5872	-0.0219	0.1925	0.4724	-0.69704	-1.20758	-0.56143	-2.212	-0.699	0.1345	0.4537	0.1652	0.03662	-0.492	-1.085	-0.107	-0.0376	-0.2599	-0.07967	-0.1729	-0.4738	0.5807	-0.4617	-0.1258	0.301	-0.4052	-0.5836	0.6855	-0.811	0.06414	-1.207	0.2652	-0.3147	0.865	0.3249	-1.046	0.2756	0.5352	0.3658	0.2286	0.1434	0.7083	-0.6813	-0.6829	1.998	-0.4534	0.567	0.6099	0.1284	0.1583	-0.1604	0.9745	-0.1369	0.1106	-0.03654	0.2675	0.06042	-0.5526	-0.1683	-0.4664	-0.3458	-0.8001	0.1301	0.3471	0.5941	-1.305	0.1821
"125"	0.03782	0.1178	2.205	-0.9571	0.449	-0.605204	0.4161	-1.735	-1.191	-0.2397	1.199	0.327	-0.05178	1.359	-0.1828	-0.8453	-0.8297	0.68316	-0.08525	1.133	1.03	-1.683	0.1557	-0.5306	0.07583	0.6696	1.107	-0.7402	-0.5084	-1.084	0.2628	0.5347	0.6464	-0.6525	0.3701	0.04192	-0.401	-0.1485	1.153	1.557	-1.655	-0.6967	0.1057	1.232	-0.1935	-0.2182	-0.1832	0.04581	0.2439	1.125	-1.458	0.3788	1.337	-1.509	-0.8383	1.32	-0.2843	0.05025	-0.8203	-0.265	-0.9076	0.09987	0.2022	-0.01641	-0.1088	0.3266	0.3333	0.5296	0.4484	-1.674	1.013	-2.02	-0.5245	0.6963	-0.7649	0.5487	0.3668	-1.738	1.273	-2.411	1.26	-0.8114	0.4963	0.7692	-1.353	1.153	-1.213	-1.047	-0.1221	0.6807	0.7326	-0.638	-0.6406	0.7316	-0.8591	0.4223	-0.3358	-0.9663	-1.215	1.789	0.6738	0.3824	1.187	0.9118	0.8538	0.9737	-0.04134	0.761	-0.2141	-0.5635	-0.1088	-0.3266	0.6064	1.089	-0.08442	-0.7606
"126"	0.16784	1.192	1.756	0.213488	-1.08281	0.8321	-1.168	-0.27555	-0.01047	0.09402	-0.98995	0.070354	0.4070475	0.301603	-1.636	-1.126	-0.115274	0.62281	0.166465	-0.5493	0.4924	0.410009	-0.7185	-0.2853	-0.5499	-1.13801	-0.8984	-0.3089	-2.615	-2.582	-0.4278	-2.548	-1.17012	1.664	0.5015	1.081	-0.080732	1.849	0.8142	-0.04583	-0.4577	0.2566	0.561	1.81	0.5218	-0.3619	-2.008	-0.5369	-0.4798	0.1797	0.4007	-0.176752	-0.04502	-0.150149	-0.07495	1.208	0.553	-0.07621	0.67	0.4423	-0.1813	1.617	0.9915	-0.6381	-1.569	0.353759	1.494	3.352	0.3554	0.5385	1.128	-0.2125	0.05444	3.302	-0.6859	0.3657	-3.623	0.1653	0.9364	0.132	0.7975	0.5146	-0.4587	0.04618	0.4908	1.031	-1.849	0.189	-0.2461	-0.6803	-0.132	-0.18	0.9194	-3.934	-0.4101	0.4963	1.125	0.05668	-0.7014	-0.2231	-0.8402	0.6734	-2.095	-0.8693	0.3518	-0.1163	-0.1844	0.66	-0.9932	1.679	-0.7838	0.0394	-0.3126	0.1277	0.74807	0.363686
"127"	3.151	-1.026	-2.99	-0.08649	1.184	1.579	0.8757	-0.8503	-0.1054	-0.6181	1.882	-1.368	-1.148	-1.727	0.4078	-0.4807	1.599	-1.885	-0.1736	1.557	4.115	-0.0967	-0.05272	-1.499	-1.739	0.2036	-3.468	0.2667	1.713	-0.5007	0.2028	1.749	1.505	-0.3766	-1.653	-2.625	-1.896	2.381	0.5558	2.913	-0.6271	-0.02371	0.06764	1.553	-2.55	-3.507	0.6058	-0.08921	0.05384	1.192	-1.388	0.5348	2.435	1.063	-0.5293	-0.5027	0.3817	-1.311	-0.3743	1.971	-0.6296	2.585	0.9882	0.1326	-0.9748	0.1626	1.048	-0.811	0.04579	-1.704	3.213	-1.813	-1.989	3.244	-1.046	-0.4489	3.048	0.036389	-0.2722	-1.425	-0.1011	-2.138	0.4347	0.1256	-0.1378	3.708	0.5319	-0.1066	0.9833	-0.07991	0.565	-1.072	0.6868	-0.325	0.2763	-0.3443	1.092	0.3281	0.04098	-2.416	-1.338	0.5358	1.328	-1.714	-0.6638	1.092	-1.135	-0.01361	0.1192	-0.3851	2.524	-1.566	0.000757	2.735	-2.5	-1.113
"128"	0.5954	0.106453	0.134237	0.23239	-0.005392	-0.7772	-0.156148	0.508461	-0.3870474	-0.28731	-0.18145	0.040151	-0.05613	0.400213	0.1818	-0.123636	0.139859	0.093814	0.437536	0.15275	0.21121	0.264373	0.256853	0.1286	-0.589	0.1028	0.3854	-0.512483	2.603	0.3455	0.765	-0.8301	1.507	0.05064	-0.9957	-0.8839	-0.9848	1.154	-0.06395	0.603	0.2221	0.2645	0.1298	0.6179	-0.4893	-0.935	0.01998	-0.29	-0.312	0.1496	0.4345	0.102	0.2879	-0.61216	0.4329	-0.07446	-2.028	-1.66	-0.8611	-0.1219	-0.6714	1.188	-0.3366	0.4758	0.3794	-0.1472	-0.07451	-0.6709	-0.1292	0.5859	0.7934	-0.324	-0.3011	0.001725	0.2206	0.6941	1.279	-0.2842	0.5169	-0.3256	0.34989	-0.08895	0.3408	0.3186	0.2243	1.05	-1.505	-0.8245	-0.3737	0.6291	0.06906	0.1064	0.05387	-0.336	0.5343	-0.6413	0.9936	0.2741	0.898	-0.7657	0.5833	-0.3272	0.1793	-0.7408	0.3283	0.9112	-0.2819	0.2544	0.3393	-0.02709	0.5657	-0.1561	-0.1162	2.21	-3.498	-3.238
"129"	1.197	-0.4022	-0.3044	0.153	0.668	-0.4937	-0.4529	0.1901	0.003049	-0.47779	-0.4249	-0.5	0.0562	0.512973	0.1523	0.7298	0.264589	0.099414	0.406506	0.47804	2.254	0.357553	0.445913	-0.2569	0.07155	0.3123	0.51	0.9715	2.653	-0.599669	-0.124315	-1.051	1.71	-0.1818	-0.6751	-0.3564	-1.134	-0.144892	0.02059	-0.2924	0.3977	0.621	-0.2456	0.2805	-0.5167	-1.358	-0.0004812	-0.5875	-0.7264	0.5671	-0.4109	-0.181578	0.8964	-0.641825	-1.01142	-0.333902	-0.66074	-0.80599	-1.107	0.1487	-0.01185	1.216	-1.357	-0.02369	0.5049	-0.6346	0.04603	-0.8205	-0.3477	0.4753	0.8888	-1.279	0.2583	0.280985	-0.374905	-0.6054	0.3836	-0.29775	0.391918	-0.2091	0.4304	0.61923	0.09721	0.3701	-0.02727	0.8807	-1.535	-1.167	0.04676	0.08557	-0.1575	0.06187	-0.5517	-0.3926	0.5588	0.341697	0.6981	-0.09744	0.4775	-0.7992	0.3967	-0.5927	0.1847	-0.23804	-0.1133	0.7446	-0.02747	0.6719	0.2527	0.4753	0.2971	-0.5157	0.06742	1.947	-2.754	1.308
